,Data Source,World Development Indicators,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Country Name,Country Code,Indicator Name,Indicator Code,1960.0,1961.0,1962.0,1963.0,1964.0,1965.0,1966.0,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0
2,Aruba,ABW,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5489478499542544,0.5568445475638051,0.5335704757670076,0.47751691205730207,0.4375505917871754,0.4183981933127084,0.4443037033925415,0.4381743260671259,0.43471230627627555,0.43510832758982354,0.42577782139138304,0.42131823239631605,0.4313363589244403,0.4495217574727629,0.427988230884726,0.5062524448258022,0.4983843308970667,0.5124184267982292,,
3,Andorra,AND,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Afghanistan,AFG,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.47194005544895,37.76544352052799,30.271674480899225,31.750990526680738,29.249736777472172,30.622853662933224,25.39474053944047,30.205602462667162,27.09154000314265,24.507440423626615,24.603247074572888,23.558336172105005
5,Angola,AGO,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,13.548707281870067,14.388405159841911,12.857227128169793,15.917005128808537,19.14930445490133,17.938011293845523,24.026037146855188,10.138074522413467,11.557736014258541,6.646036024688248,7.312278655348811,7.026869165869732,9.002017941699467,13.033758280787625,6.290256828373421,5.664689563535483,8.156377022466552,9.35878915434955,9.519737537308712,9.181462106892852,8.489993816309804,7.664511108772579,7.860272469168909,6.642216007016712,10.20208479874729,9.84218449994439,9.289702793968027,9.919633664333656,10.833140389813044
6,Albania,ALB,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,33.60020622350537,32.40029856738749,31.699710638297873,34.100097532266496,33.099940724603734,34.600012399976606,34.00000011776883,33.20002478539504,31.499881843838196,32.30019748767264,35.90079021520567,39.29529522431087,51.64187024193577,54.64097648326081,53.62098061581501,55.81214471079172,33.025609891759125,33.62214703625291,32.60271936875548,29.509185236513762,29.13058321057857,26.953937616153777,26.311622019737495,23.996207132654593,23.49999893028957,22.8,21.99999999999999,20.650596016274697,19.420534726242572,19.409780824913696,20.658188847212273,20.958123729339746,21.826004329718774,21.828112557430263
7,Andean Region,ANR,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Arab World,ARB,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,7.230362765052974,6.963360967513739,6.773516333205116,6.78707219320619,5.925863337135816,6.273923816122284,6.232315028233709,6.479318538257109,6.52787622452319,6.7134479079772,7.825347552885058,8.739192030963586,9.085417535505124,9.407688202059797,9.303488184641463,9.45414740110055,9.301067863644565,9.152344623824176,9.143573364290491,9.046621384129587,8.718931240312378,9.208183976815333,8.650629536162922,9.599745912143655,9.045022621030682,8.07007327948694,8.437147226008214,8.14980793867462,7.889835166315089,7.730119402903427,7.040742772033364,6.861625197816136,6.372157676685047,5.571470638804214,6.547292410173254,6.06015113564967,5.914647603819336,6.198197990783538,
9,United Arab Emirates,ARE,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,0.5401882942054088,0.5450882806019671,0.48515687769102406,0.6290674807966015,0.5472231780909297,0.4906024573429515,0.5483067646587853,0.6403664578853884,0.7306005816802541,0.8424715103891789,0.9258265349935594,1.1845241439084482,1.1432293421377715,1.1977351916376306,1.1930257919562732,1.058428475486904,1.297768008116334,1.3786210775844752,1.4809010773751223,1.8304250168803309,1.7870683047090263,1.7924318720379147,2.0040218645695846,2.1808904913030647,2.333245197113431,2.2626500930374576,2.2382001623564887,2.20332258864369,1.9276839325365367,1.6653619090599296,1.3954133474844568,1.0942963206339709,0.9766711676662827,0.8273054114664098,1.03177547881649,0.8518728413047676,0.730658579274464,0.7352239531323995,
