,Data Source,World Development Indicators,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Country Name,Country Code,Indicator Name,Indicator Code,1960.0,1961.0,1962.0,1963.0,1964.0,1965.0,1966.0,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0
2,Aruba,ABW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8683193921205543,7.234964017142395,10.026507523290272,10.634732599292175,29.62016476797323,29.847608436624736,25.258151974792995,24.430480840850784,22.996440677966103,22.186614545726165,21.77412104092794,21.672323194494833,19.11734039140199,18.91098152892005,24.57904642409034,24.079811397937434,23.74024948681509,23.245941349275885,22.876506451155535,22.72835421019484,22.54824952891005,23.294845829340343,22.578623302810232,22.634463310260504,22.847239583845976,,,
3,Andorra,AND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.374494941585492,6.618103743348788,7.152051802153222,7.587015470461919,8.011047999500656,8.018180706127003,7.711485294117646,7.422144362707464,7.077746784236479,7.142904123450544,7.088127747066718,6.673217142787353,6.631021502730896,6.740724530755668,6.573271971420944,6.636720705456506,,,
4,Afghanistan,AFG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0472247801569103,0.05488083824684393,0.07541154717848804,0.07577819685771421,0.08795762831786849,0.1032691706054727,0.10938461730959323,0.1255588245710045,0.11702703193362743,0.08783691146890758,0.15179825086574783,0.16742597615602176,0.13163486548056627,0.1369798414754973,0.15625755433068517,0.16944674823272218,0.15519196427525667,0.18342792873659514,0.16363098055190622,0.16900621311041122,0.13354343268440919,0.15302988601788303,0.16630590825402267,0.206086492258409,0.23881179716395998,0.3043911875268725,0.27903538478654577,0.2824056569280221,0.2603744820488235,0.24751128433840022,0.22818736338239426,0.19771261483964175,0.10327800510227575,0.0906158517198149,0.08007998535397413,0.07214697675825638,0.06511479824908702,0.05860652725539353,0.05416755826432555,0.041647372944239806,0.037924610203463306,0.030232274247507306,0.01618561185464576,0.025222764248463262,0.030534564719246458,0.04085776615486475,0.05221958854808745,0.07556881235639293,0.14528441768902467,0.2354391862592814,0.2900252315213581,,,
5,Angola,AGO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.11076345734222474,0.08992209920801918,0.2292731214063637,0.21952997274554983,0.2293637718958039,0.21864975438184517,0.28132904309353235,0.17683632216494888,0.2925709822562731,0.47907588473863144,0.6043533099294933,0.5637608456239108,0.7291446194487728,0.7719014710764114,0.7526165835795626,0.6651574930080444,0.48256143984497557,0.5057533031454099,0.7533626819277874,0.7438863693986543,0.7000638065998781,0.6682570075184734,0.5677293285924836,0.6025379205132144,0.5702063563995482,0.5186758176566031,0.5000448465229674,0.6082887373337286,0.5235868751502211,0.4983639157893941,0.42866294478608347,0.409979247567313,0.40160248912136387,0.5101226187892604,0.33130749171111135,0.9097104226435595,0.8425420285746524,0.5770813143968426,0.5562936354456564,0.6777262413497653,0.6852123493618998,0.6765399054019307,0.8508215523598647,0.5878204988951807,1.1762978184188677,1.157880357651446,1.3004025309756355,1.419985486221734,1.4522283808716847,1.4707408336921748,1.5559656279227654,,,
6,Albania,ALB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.258194927896569,1.3741860465116278,1.439955963791672,1.1816811441597486,1.1117419596667282,1.1660990427345477,1.3330554645866206,1.3637463001081607,1.5195512769795556,1.5589675720986984,1.7532399054263703,1.9894979233065477,2.5159143980320318,2.3038974168739155,1.8490066907107883,1.9106336370414387,2.0135845624573423,2.2758763913610496,2.5306250404283888,2.8982085175824883,1.9350583103199592,2.693023914402345,2.6248567851342433,2.683239918986202,2.694291373622836,2.6580153820104275,2.66535622064854,2.41406081518223,2.33159853051997,2.7832430746143904,2.2783868272488226,1.2156768570982524,0.7351981297422052,0.7260627889617502,0.6013469529258596,0.6545371330052476,0.6366253129307681,0.49036505953566406,0.5602714373843307,0.9601644118685864,0.9781746808946636,1.05195046785185,1.229372683665708,1.4154712180901017,1.3818553104761895,1.42135392371632,1.3022174992958286,1.379077691031256,1.4176681056074745,1.3451034790727605,1.4993161625429299,,,
7,Andean Region,ANR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Arab World,ARB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.6367898204560295,0.6779016533061171,0.7528515080545809,0.8657477743519749,0.9888150828118033,1.1537041135535324,1.2595405909239548,1.3181886344269798,1.5304343673025669,1.7740841793940159,1.7871111353476852,1.979809515446066,2.0973636850223487,2.3847809663156334,2.264004369358683,2.1770744287461574,2.5622268834100255,2.6268958363189086,2.740335681937369,2.8419333594606053,3.0713289644460273,2.9120506758851565,2.708887794575177,2.8048430871410868,2.9732274583313565,3.0571054808423024,3.283084911608805,3.2009840872595414,3.30353366121224,3.2711821269319956,3.2066975581088797,3.2917435094772864,3.4961783036713316,3.731949821697485,3.7550481223952774,3.498037343508886,3.3934998242494623,3.202293191410305,3.3993037535219566,3.3843735605802867,3.774681267576583,3.6238604250419666,3.608985337276282,3.8525204794682346,4.144934447151856,4.261587400627534,4.348215763355757,4.225367574191462,4.442937209407292,4.4807708025915405,4.6044051804709145,,,
9,United Arab Emirates,ARE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.12276805642353361,0.11256868623819415,0.1685605015904536,0.18097619556813133,0.1364099664461986,0.150347476100341,0.163611447510995,5.477712715105163,6.877070401965015,102.03074712786531,65.85518876684993,77.82293514957146,72.7397492238842,80.05888933321833,69.1781370349433,58.321834959511364,63.5997610072981,53.59998314025237,54.17661338191542,39.52833026674959,36.36556844776193,33.793315056938,31.9024066311058,29.079420428178842,36.322621153996714,37.05874253461578,33.102621389501124,31.484727336582168,30.05756383725772,31.918711136235164,28.789990910590546,29.879868574561243,28.880915181842614,31.106026797816085,32.76244255001548,30.10737649197355,16.617788903234164,15.962526154727131,29.597046375192573,27.08511574317263,37.1940316261955,32.379049993231384,26.27321571640422,31.710791765773667,30.951410872511175,27.995139414632806,25.406911176155578,24.046287379382328,23.377503572408283,21.067037265497834,19.85379771480004,,,
